,film_id,actor_id,actor_name,popularity
130,519,6,Bette Nicholson,20
131,605,6,Bette Nicholson,20
132,692,6,Bette Nicholson,20
133,826,6,Bette Nicholson,20
134,892,6,Bette Nicholson,20
135,902,6,Bette Nicholson,20
136,994,6,Bette Nicholson,20
137,25,7,Grace Mostel,30
138,27,7,Grace Mostel,30
139,35,7,Grace Mostel,30
140,67,7,Grace Mostel,30
141,96,7,Grace Mostel,30
142,170,7,Grace Mostel,30
143,173,7,Grace Mostel,30
144,217,7,Grace Mostel,30
145,218,7,Grace Mostel,30
146,225,7,Grace Mostel,30
147,292,7,Grace Mostel,30
148,351,7,Grace Mostel,30
149,414,7,Grace Mostel,30
150,463,7,Grace Mostel,30
151,554,7,Grace Mostel,30
152,618,7,Grace Mostel,30
153,633,7,Grace Mostel,30
154,637,7,Grace Mostel,30
155,691,7,Grace Mostel,30
156,758,7,Grace Mostel,30
157,766,7,Grace Mostel,30
158,770,7,Grace Mostel,30
159,805,7,Grace Mostel,30
160,806,7,Grace Mostel,30
161,846,7,Grace Mostel,30
162,900,7,Grace Mostel,30
163,901,7,Grace Mostel,30
164,910,7,Grace Mostel,30
165,957,7,Grace Mostel,30
166,959,7,Grace Mostel,30
167,47,8,Matthew Johansson,20
168,115,8,Matthew Johansson,20
169,158,8,Matthew Johansson,20
170,179,8,Matthew Johansson,20
171,195,8,Matthew Johansson,20
172,205,8,Matthew Johansson,20
173,255,8,Matthew Johansson,20
174,263,8,Matthew Johansson,20
175,321,8,Matthew Johansson,20
176,396,8,Matthew Johansson,20
177,458,8,Matthew Johansson,20
178,523,8,Matthew Johansson,20
179,532,8,Matthew Johansson,20
180,554,8,Matthew Johansson,20
181,752,8,Matthew Johansson,20
182,769,8,Matthew Johansson,20
183,771,8,Matthew Johansson,20
184,859,8,Matthew Johansson,20
185,895,8,Matthew Johansson,20
186,936,8,Matthew Johansson,20
187,30,9,Joe Swank,25
188,74,9,Joe Swank,25
189,147,9,Joe Swank,25
190,148,9,Joe Swank,25
191,191,9,Joe Swank,25
192,200,9,Joe Swank,25
193,204,9,Joe Swank,25
194,434,9,Joe Swank,25
195,510,9,Joe Swank,25
196,514,9,Joe Swank,25
197,552,9,Joe Swank,25
198,650,9,Joe Swank,25
199,671,9,Joe Swank,25
200,697,9,Joe Swank,25
201,722,9,Joe Swank,25
202,752,9,Joe Swank,25
203,811,9,Joe Swank,25
204,815,9,Joe Swank,25
205,865,9,Joe Swank,25
206,873,9,Joe Swank,25
207,889,9,Joe Swank,25
208,903,9,Joe Swank,25
209,926,9,Joe Swank,25
210,964,9,Joe Swank,25
211,974,9,Joe Swank,25
212,1,10,Christian Gable,22
213,9,10,Christian Gable,22
214,191,10,Christian Gable,22
215,236,10,Christian Gable,22
216,251,10,Christian Gable,22
217,366,10,Christian Gable,22
218,477,10,Christian Gable,22
219,480,10,Christian Gable,22
220,522,10,Christian Gable,22
221,530,10,Christian Gable,22
222,587,10,Christian Gable,22
223,694,10,Christian Gable,22
224,703,10,Christian Gable,22
225,716,10,Christian Gable,22
226,782,10,Christian Gable,22
227,914,10,Christian Gable,22
228,929,10,Christian Gable,22
229,930,10,Christian Gable,22
230,964,10,Christian Gable,22
231,966,10,Christian Gable,22
232,980,10,Christian Gable,22
233,983,10,Christian Gable,22
234,118,11,Zero Cage,25
235,205,11,Zero Cage,25
236,281,11,Zero Cage,25
237,283,11,Zero Cage,25
238,348,11,Zero Cage,25
239,364,11,Zero Cage,25
240,395,11,Zero Cage,25
241,429,11,Zero Cage,25
242,433,11,Zero Cage,25
243,453,11,Zero Cage,25
244,485,11,Zero Cage,25
245,532,11,Zero Cage,25
246,567,11,Zero Cage,25
247,587,11,Zero Cage,25
248,597,11,Zero Cage,25
249,636,11,Zero Cage,25
250,709,11,Zero Cage,25
251,850,11,Zero Cage,25
252,854,11,Zero Cage,25
253,888,11,Zero Cage,25
254,896,11,Zero Cage,25
255,928,11,Zero Cage,25
256,938,11,Zero Cage,25
257,969,11,Zero Cage,25
258,988,11,Zero Cage,25
259,16,12,Karl Berry,31
260,17,12,Karl Berry,31
261,34,12,Karl Berry,31
262,37,12,Karl Berry,31
263,91,12,Karl Berry,31
264,92,12,Karl Berry,31
265,107,12,Karl Berry,31
266,155,12,Karl Berry,31
267,177,12,Karl Berry,31
268,208,12,Karl Berry,31
269,213,12,Karl Berry,31
270,216,12,Karl Berry,31
271,243,12,Karl Berry,31
272,344,12,Karl Berry,31
273,400,12,Karl Berry,31
274,416,12,Karl Berry,31
275,420,12,Karl Berry,31
276,457,12,Karl Berry,31
277,513,12,Karl Berry,31
278,540,12,Karl Berry,31
279,593,12,Karl Berry,31
280,631,12,Karl Berry,31
281,635,12,Karl Berry,31
282,672,12,Karl Berry,31
283,716,12,Karl Berry,31
284,728,12,Karl Berry,31
285,812,12,Karl Berry,31
286,838,12,Karl Berry,31
287,871,12,Karl Berry,31
288,880,12,Karl Berry,31
289,945,12,Karl Berry,31
290,17,13,Uma Wood,35
291,29,13,Uma Wood,35
292,45,13,Uma Wood,35
293,87,13,Uma Wood,35
294,110,13,Uma Wood,35
295,144,13,Uma Wood,35
296,154,13,Uma Wood,35
297,162,13,Uma Wood,35
298,203,13,Uma Wood,35
299,254,13,Uma Wood,35
300,337,13,Uma Wood,35
301,346,13,Uma Wood,35
302,381,13,Uma Wood,35
303,385,13,Uma Wood,35
304,427,13,Uma Wood,35
305,456,13,Uma Wood,35
306,513,13,Uma Wood,35
307,515,13,Uma Wood,35
308,522,13,Uma Wood,35
309,524,13,Uma Wood,35
310,528,13,Uma Wood,35
311,571,13,Uma Wood,35
312,588,13,Uma Wood,35
313,597,13,Uma Wood,35
314,600,13,Uma Wood,35
315,718,13,Uma Wood,35
316,729,13,Uma Wood,35
317,816,13,Uma Wood,35
318,817,13,Uma Wood,35
319,832,13,Uma Wood,35
320,833,13,Uma Wood,35
321,843,13,Uma Wood,35
322,897,13,Uma Wood,35
323,966,13,Uma Wood,35
324,998,13,Uma Wood,35
325,154,14,Vivien Bergen,30
326,187,14,Vivien Bergen,30
327,232,14,Vivien Bergen,30
328,241,14,Vivien Bergen,30
329,253,14,Vivien Bergen,30
330,255,14,Vivien Bergen,30
331,258,14,Vivien Bergen,30
332,284,14,Vivien Bergen,30
333,292,14,Vivien Bergen,30
334,370,14,Vivien Bergen,30
335,415,14,Vivien Bergen,30
336,417,14,Vivien Bergen,30
337,418,14,Vivien Bergen,30
338,454,14,Vivien Bergen,30
339,472,14,Vivien Bergen,30
340,475,14,Vivien Bergen,30
341,495,14,Vivien Bergen,30
342,536,14,Vivien Bergen,30
343,537,14,Vivien Bergen,30
344,612,14,Vivien Bergen,30
345,688,14,Vivien Bergen,30
346,759,14,Vivien Bergen,30
347,764,14,Vivien Bergen,30
348,847,14,Vivien Bergen,30
349,856,14,Vivien Bergen,30
350,890,14,Vivien Bergen,30
351,908,14,Vivien Bergen,30
352,919,14,Vivien Bergen,30
353,948,14,Vivien Bergen,30
354,970,14,Vivien Bergen,30
355,31,15,Cuba Olivier,28
356,89,15,Cuba Olivier,28
357,91,15,Cuba Olivier,28
358,108,15,Cuba Olivier,28
359,125,15,Cuba Olivier,28
360,236,15,Cuba Olivier,28
361,275,15,Cuba Olivier,28
362,280,15,Cuba Olivier,28
363,326,15,Cuba Olivier,28
364,342,15,Cuba Olivier,28
365,414,15,Cuba Olivier,28
366,445,15,Cuba Olivier,28
367,500,15,Cuba Olivier,28
368,502,15,Cuba Olivier,28
369,541,15,Cuba Olivier,28
370,553,15,Cuba Olivier,28
371,594,15,Cuba Olivier,28
372,626,15,Cuba Olivier,28
373,635,15,Cuba Olivier,28
374,745,15,Cuba Olivier,28
375,783,15,Cuba Olivier,28
376,795,15,Cuba Olivier,28
377,817,15,Cuba Olivier,28
378,886,15,Cuba Olivier,28
379,924,15,Cuba Olivier,28
380,949,15,Cuba Olivier,28
381,968,15,Cuba Olivier,28
382,985,15,Cuba Olivier,28
383,80,16,Fred Costner,27
384,87,16,Fred Costner,27
385,101,16,Fred Costner,27
386,121,16,Fred Costner,27
387,155,16,Fred Costner,27
388,177,16,Fred Costner,27
389,218,16,Fred Costner,27
390,221,16,Fred Costner,27
391,267,16,Fred Costner,27
392,269,16,Fred Costner,27
393,271,16,Fred Costner,27
394,280,16,Fred Costner,27
395,287,16,Fred Costner,27
396,345,16,Fred Costner,27
397,438,16,Fred Costner,27
398,453,16,Fred Costner,27
399,455,16,Fred Costner,27
400,456,16,Fred Costner,27
401,503,16,Fred Costner,27
402,548,16,Fred Costner,27
403,582,16,Fred Costner,27
404,583,16,Fred Costner,27
405,717,16,Fred Costner,27
406,758,16,Fred Costner,27
407,779,16,Fred Costner,27
408,886,16,Fred Costner,27
409,967,16,Fred Costner,27
410,96,17,Helen Voight,32
411,119,17,Helen Voight,32
412,124,17,Helen Voight,32
413,127,17,Helen Voight,32
414,154,17,Helen Voight,32
415,199,17,Helen Voight,32
416,201,17,Helen Voight,32
417,236,17,Helen Voight,32
418,280,17,Helen Voight,32
419,310,17,Helen Voight,32
420,313,17,Helen Voight,32
421,378,17,Helen Voight,32
422,457,17,Helen Voight,32
423,469,17,Helen Voight,32
424,478,17,Helen Voight,32
425,500,17,Helen Voight,32
426,515,17,Helen Voight,32
427,521,17,Helen Voight,32
428,573,17,Helen Voight,32
429,603,17,Helen Voight,32
430,606,17,Helen Voight,32
431,734,17,Helen Voight,32
432,770,17,Helen Voight,32
433,794,17,Helen Voight,32
434,800,17,Helen Voight,32
435,853,17,Helen Voight,32
436,873,17,Helen Voight,32
437,874,17,Helen Voight,32
438,880,17,Helen Voight,32
439,948,17,Helen Voight,32
440,957,17,Helen Voight,32
441,959,17,Helen Voight,32
442,44,18,Dan Torn,22
443,84,18,Dan Torn,22
444,144,18,Dan Torn,22
445,172,18,Dan Torn,22
446,268,18,Dan Torn,22
447,279,18,Dan Torn,22
448,280,18,Dan Torn,22
449,321,18,Dan Torn,22
450,386,18,Dan Torn,22
451,460,18,Dan Torn,22
452,462,18,Dan Torn,22
453,484,18,Dan Torn,22
454,536,18,Dan Torn,22
455,561,18,Dan Torn,22
456,612,18,Dan Torn,22
457,717,18,Dan Torn,22
458,808,18,Dan Torn,22
459,842,18,Dan Torn,22
460,863,18,Dan Torn,22
461,883,18,Dan Torn,22
462,917,18,Dan Torn,22
463,944,18,Dan Torn,22
464,2,19,Bob Fawcett,25
465,3,19,Bob Fawcett,25
466,144,19,Bob Fawcett,25
467,152,19,Bob Fawcett,25
468,182,19,Bob Fawcett,25
469,208,19,Bob Fawcett,25
470,212,19,Bob Fawcett,25
471,217,19,Bob Fawcett,25
472,266,19,Bob Fawcett,25
473,404,19,Bob Fawcett,25
474,428,19,Bob Fawcett,25
475,473,19,Bob Fawcett,25
476,490,19,Bob Fawcett,25
477,510,19,Bob Fawcett,25
478,513,19,Bob Fawcett,25
479,644,19,Bob Fawcett,25
480,670,19,Bob Fawcett,25
481,673,19,Bob Fawcett,25
482,711,19,Bob Fawcett,25
483,750,19,Bob Fawcett,25
484,752,19,Bob Fawcett,25
485,756,19,Bob Fawcett,25
486,771,19,Bob Fawcett,25
487,785,19,Bob Fawcett,25
488,877,19,Bob Fawcett,25
489,1,20,Lucille Tracy,30
490,54,20,Lucille Tracy,30
491,63,20,Lucille Tracy,30
492,140,20,Lucille Tracy,30
493,146,20,Lucille Tracy,30
494,165,20,Lucille Tracy,30
495,231,20,Lucille Tracy,30
496,243,20,Lucille Tracy,30
497,269,20,Lucille Tracy,30
498,274,20,Lucille Tracy,30
499,348,20,Lucille Tracy,30
500,366,20,Lucille Tracy,30
501,445,20,Lucille Tracy,30
502,478,20,Lucille Tracy,30
503,492,20,Lucille Tracy,30
504,499,20,Lucille Tracy,30
505,527,20,Lucille Tracy,30
506,531,20,Lucille Tracy,30
507,538,20,Lucille Tracy,30
508,589,20,Lucille Tracy,30
509,643,20,Lucille Tracy,30
510,652,20,Lucille Tracy,30
511,663,20,Lucille Tracy,30
512,714,20,Lucille Tracy,30
513,717,20,Lucille Tracy,30
514,757,20,Lucille Tracy,30
515,784,20,Lucille Tracy,30
516,863,20,Lucille Tracy,30
517,962,20,Lucille Tracy,30
518,977,20,Lucille Tracy,30
519,6,21,Kirsten Paltrow,27
520,87,21,Kirsten Paltrow,27
521,88,21,Kirsten Paltrow,27
522,142,21,Kirsten Paltrow,27
523,159,21,Kirsten Paltrow,27
524,179,21,Kirsten Paltrow,27
525,253,21,Kirsten Paltrow,27
526,281,21,Kirsten Paltrow,27
527,321,21,Kirsten Paltrow,27
528,398,21,Kirsten Paltrow,27
529,426,21,Kirsten Paltrow,27
530,429,21,Kirsten Paltrow,27
531,497,21,Kirsten Paltrow,27
532,507,21,Kirsten Paltrow,27
533,530,21,Kirsten Paltrow,27
534,680,21,Kirsten Paltrow,27
535,686,21,Kirsten Paltrow,27
536,700,21,Kirsten Paltrow,27
537,702,21,Kirsten Paltrow,27
538,733,21,Kirsten Paltrow,27
539,734,21,Kirsten Paltrow,27
540,798,21,Kirsten Paltrow,27
541,804,21,Kirsten Paltrow,27
542,887,21,Kirsten Paltrow,27
543,893,21,Kirsten Paltrow,27
544,920,21,Kirsten Paltrow,27
545,983,21,Kirsten Paltrow,27
546,9,22,Elvis Marx,26
547,23,22,Elvis Marx,26
548,56,22,Elvis Marx,26
549,89,22,Elvis Marx,26
550,111,22,Elvis Marx,26
551,146,22,Elvis Marx,26
552,291,22,Elvis Marx,26
553,294,22,Elvis Marx,26
554,349,22,Elvis Marx,26
555,369,22,Elvis Marx,26
556,418,22,Elvis Marx,26
557,430,22,Elvis Marx,26
558,483,22,Elvis Marx,26
559,491,22,Elvis Marx,26
560,495,22,Elvis Marx,26
561,536,22,Elvis Marx,26
562,600,22,Elvis Marx,26
563,634,22,Elvis Marx,26
564,648,22,Elvis Marx,26
565,688,22,Elvis Marx,26
566,731,22,Elvis Marx,26
567,742,22,Elvis Marx,26
568,775,22,Elvis Marx,26
569,802,22,Elvis Marx,26
570,912,22,Elvis Marx,26
571,964,22,Elvis Marx,26
572,6,23,Sandra Kilmer,37
573,42,23,Sandra Kilmer,37
574,78,23,Sandra Kilmer,37
575,105,23,Sandra Kilmer,37
576,116,23,Sandra Kilmer,37
577,117,23,Sandra Kilmer,37
578,125,23,Sandra Kilmer,37
579,212,23,Sandra Kilmer,37
580,226,23,Sandra Kilmer,37
581,235,23,Sandra Kilmer,37
582,254,23,Sandra Kilmer,37
583,367,23,Sandra Kilmer,37
584,370,23,Sandra Kilmer,37
585,414,23,Sandra Kilmer,37
586,419,23,Sandra Kilmer,37
587,435,23,Sandra Kilmer,37
588,449,23,Sandra Kilmer,37
589,491,23,Sandra Kilmer,37
590,536,23,Sandra Kilmer,37
591,549,23,Sandra Kilmer,37
592,636,23,Sandra Kilmer,37
593,649,23,Sandra Kilmer,37
594,673,23,Sandra Kilmer,37
595,691,23,Sandra Kilmer,37
596,766,23,Sandra Kilmer,37
597,782,23,Sandra Kilmer,37
598,804,23,Sandra Kilmer,37
599,820,23,Sandra Kilmer,37
600,826,23,Sandra Kilmer,37
601,833,23,Sandra Kilmer,37
602,842,23,Sandra Kilmer,37
603,853,23,Sandra Kilmer,37
604,855,23,Sandra Kilmer,37
605,856,23,Sandra Kilmer,37
606,935,23,Sandra Kilmer,37
607,981,23,Sandra Kilmer,37
608,997,23,Sandra Kilmer,37
609,3,24,Cameron Streep,24
610,83,24,Cameron Streep,24
611,112,24,Cameron Streep,24
612,126,24,Cameron Streep,24
613,148,24,Cameron Streep,24
614,164,24,Cameron Streep,24
615,178,24,Cameron Streep,24
616,194,24,Cameron Streep,24
617,199,24,Cameron Streep,24
618,242,24,Cameron Streep,24
619,256,24,Cameron Streep,24
620,277,24,Cameron Streep,24
621,335,24,Cameron Streep,24
622,405,24,Cameron Streep,24
623,463,24,Cameron Streep,24
624,515,24,Cameron Streep,24
625,585,24,Cameron Streep,24
626,603,24,Cameron Streep,24
627,653,24,Cameron Streep,24
628,704,24,Cameron Streep,24
629,781,24,Cameron Streep,24
630,829,24,Cameron Streep,24
631,832,24,Cameron Streep,24
632,969,24,Cameron Streep,24
633,21,25,Kevin Bloom,21
634,86,25,Kevin Bloom,21
635,153,25,Kevin Bloom,21
636,179,25,Kevin Bloom,21
637,204,25,Kevin Bloom,21
638,213,25,Kevin Bloom,21
639,226,25,Kevin Bloom,21
640,245,25,Kevin Bloom,21
641,311,25,Kevin Bloom,21
642,404,25,Kevin Bloom,21
643,411,25,Kevin Bloom,21
644,420,25,Kevin Bloom,21
645,538,25,Kevin Bloom,21
646,564,25,Kevin Bloom,21
647,583,25,Kevin Bloom,21
648,606,25,Kevin Bloom,21
649,688,25,Kevin Bloom,21
650,697,25,Kevin Bloom,21
651,755,25,Kevin Bloom,21
652,871,25,Kevin Bloom,21
653,914,25,Kevin Bloom,21
654,9,26,Rip Crawford,33
655,21,26,Rip Crawford,33
656,34,26,Rip Crawford,33
657,90,26,Rip Crawford,33
658,93,26,Rip Crawford,33
659,103,26,Rip Crawford,33
660,147,26,Rip Crawford,33
661,186,26,Rip Crawford,33
662,201,26,Rip Crawford,33
663,225,26,Rip Crawford,33
664,241,26,Rip Crawford,33
665,327,26,Rip Crawford,33
666,329,26,Rip Crawford,33
667,340,26,Rip Crawford,33
668,345,26,Rip Crawford,33
669,390,26,Rip Crawford,33
670,392,26,Rip Crawford,33
671,529,26,Rip Crawford,33
672,544,26,Rip Crawford,33
673,564,26,Rip Crawford,33
674,635,26,Rip Crawford,33
675,644,26,Rip Crawford,33
676,682,26,Rip Crawford,33
677,688,26,Rip Crawford,33
678,715,26,Rip Crawford,33
679,732,26,Rip Crawford,33
680,758,26,Rip Crawford,33
681,764,26,Rip Crawford,33
682,795,26,Rip Crawford,33
683,821,26,Rip Crawford,33
684,885,26,Rip Crawford,33
685,904,26,Rip Crawford,33
686,906,26,Rip Crawford,33
687,19,27,Julia Mcqueen,33
688,34,27,Julia Mcqueen,33
689,85,27,Julia Mcqueen,33
690,150,27,Julia Mcqueen,33
691,172,27,Julia Mcqueen,33
692,273,27,Julia Mcqueen,33
693,334,27,Julia Mcqueen,33
694,347,27,Julia Mcqueen,33
695,359,27,Julia Mcqueen,33
696,398,27,Julia Mcqueen,33
697,415,27,Julia Mcqueen,33
698,462,27,Julia Mcqueen,33
699,477,27,Julia Mcqueen,33
700,500,27,Julia Mcqueen,33
701,503,27,Julia Mcqueen,33
702,540,27,Julia Mcqueen,33
703,586,27,Julia Mcqueen,33
704,593,27,Julia Mcqueen,33
705,637,27,Julia Mcqueen,33
706,679,27,Julia Mcqueen,33
707,682,27,Julia Mcqueen,33
708,695,27,Julia Mcqueen,33
709,771,27,Julia Mcqueen,33
710,805,27,Julia Mcqueen,33
711,830,27,Julia Mcqueen,33
712,854,27,Julia Mcqueen,33
713,873,27,Julia Mcqueen,33
714,880,27,Julia Mcqueen,33
715,889,27,Julia Mcqueen,33
716,904,27,Julia Mcqueen,33
717,967,27,Julia Mcqueen,33
718,986,27,Julia Mcqueen,33
719,996,27,Julia Mcqueen,33
720,14,28,Woody Hoffman,31
721,43,28,Woody Hoffman,31
722,58,28,Woody Hoffman,31
723,74,28,Woody Hoffman,31
724,96,28,Woody Hoffman,31
725,107,28,Woody Hoffman,31
726,259,28,Woody Hoffman,31
727,263,28,Woody Hoffman,31
728,287,28,Woody Hoffman,31
729,358,28,Woody Hoffman,31
730,502,28,Woody Hoffman,31
731,508,28,Woody Hoffman,31
732,532,28,Woody Hoffman,31
733,551,28,Woody Hoffman,31
734,574,28,Woody Hoffman,31
735,597,28,Woody Hoffman,31
736,619,28,Woody Hoffman,31
737,625,28,Woody Hoffman,31
738,652,28,Woody Hoffman,31
739,679,28,Woody Hoffman,31
740,743,28,Woody Hoffman,31
741,790,28,Woody Hoffman,31
742,793,28,Woody Hoffman,31
743,816,28,Woody Hoffman,31
744,827,28,Woody Hoffman,31
745,835,28,Woody Hoffman,31
746,879,28,Woody Hoffman,31
747,908,28,Woody Hoffman,31
748,953,28,Woody Hoffman,31
749,973,28,Woody Hoffman,31
750,994,28,Woody Hoffman,31
751,10,29,Alec Wayne,29
752,79,29,Alec Wayne,29
753,105,29,Alec Wayne,29
754,110,29,Alec Wayne,29
755,131,29,Alec Wayne,29
756,133,29,Alec Wayne,29
757,172,29,Alec Wayne,29
758,226,29,Alec Wayne,29
759,273,29,Alec Wayne,29
760,282,29,Alec Wayne,29
761,296,29,Alec Wayne,29
762,311,29,Alec Wayne,29
763,335,29,Alec Wayne,29
764,342,29,Alec Wayne,29
765,436,29,Alec Wayne,29
766,444,29,Alec Wayne,29
767,449,29,Alec Wayne,29
768,462,29,Alec Wayne,29
769,482,29,Alec Wayne,29
770,488,29,Alec Wayne,29
771,519,29,Alec Wayne,29
772,547,29,Alec Wayne,29
773,590,29,Alec Wayne,29
774,646,29,Alec Wayne,29
775,723,29,Alec Wayne,29
776,812,29,Alec Wayne,29
777,862,29,Alec Wayne,29
778,928,29,Alec Wayne,29
779,944,29,Alec Wayne,29
780,1,30,Sandra Peck,19
781,53,30,Sandra Peck,19
782,64,30,Sandra Peck,19
783,69,30,Sandra Peck,19
784,77,30,Sandra Peck,19
785,87,30,Sandra Peck,19
786,260,30,Sandra Peck,19
787,262,30,Sandra Peck,19
788,286,30,Sandra Peck,19
789,292,30,Sandra Peck,19
790,301,30,Sandra Peck,19
791,318,30,Sandra Peck,19
792,321,30,Sandra Peck,19
793,357,30,Sandra Peck,19
794,565,30,Sandra Peck,19
795,732,30,Sandra Peck,19
796,797,30,Sandra Peck,19
797,838,30,Sandra Peck,19
798,945,30,Sandra Peck,19
799,88,31,Sissy Sobieski,18
800,146,31,Sissy Sobieski,18
801,163,31,Sissy Sobieski,18
802,164,31,Sissy Sobieski,18
803,188,31,Sissy Sobieski,18
804,299,31,Sissy Sobieski,18
805,308,31,Sissy Sobieski,18
806,368,31,Sissy Sobieski,18
807,380,31,Sissy Sobieski,18
808,431,31,Sissy Sobieski,18
809,585,31,Sissy Sobieski,18
810,637,31,Sissy Sobieski,18
811,700,31,Sissy Sobieski,18
812,739,31,Sissy Sobieski,18
813,793,31,Sissy Sobieski,18
814,802,31,Sissy Sobieski,18
815,880,31,Sissy Sobieski,18
816,978,31,Sissy Sobieski,18
817,65,32,Tim Hackman,23
818,84,32,Tim Hackman,23
819,103,32,Tim Hackman,23
820,112,32,Tim Hackman,23
821,136,32,Tim Hackman,23
822,197,32,Tim Hackman,23
823,199,32,Tim Hackman,23
824,219,32,Tim Hackman,23
825,309,32,Tim Hackman,23
826,312,32,Tim Hackman,23
827,401,32,Tim Hackman,23
828,427,32,Tim Hackman,23
829,431,32,Tim Hackman,23
830,523,32,Tim Hackman,23
831,567,32,Tim Hackman,23
832,585,32,Tim Hackman,23
833,606,32,Tim Hackman,23
834,651,32,Tim Hackman,23
835,667,32,Tim Hackman,23
836,669,32,Tim Hackman,23
837,815,32,Tim Hackman,23
838,928,32,Tim Hackman,23
839,980,32,Tim Hackman,23
840,56,33,Milla Peck,24
841,112,33,Milla Peck,24
842,135,33,Milla Peck,24
843,154,33,Milla Peck,24
844,214,33,Milla Peck,24
845,252,33,Milla Peck,24
